Primary_Key,School.Number,School.Year,School.Name,Official.School.Name,LEA.Number,LEA.Name,Name.Prefix.Description,Principal.First.Name,Principal.Middle.Name,Principal.Last.Name,Principal.Name.Suffix,Principal.Email,Address.Line1,Address.Line2,City,State,Zip.Code.5,Zip.Code.4,Address,Phone.Office.Area,Phone.Office.Exch,Phone.Office.Line,Phone.Fax.Area,Phone.Fax.Exch,Phone.Fax.Line,Phone,Mailing.Address.Line1,Mailing.Address.Line2,Mailing.City,Mailing.State,Mailing.Zip.Code.5,Mailing.Zip.Code.4,URL.School.Address,Sch.Operational.Status,Sch.Operational.Status.Desc,Opening.Effective.Date,Closing.Date,School.Type,School.Type.Desc,School.Program.Type,School.Program.Type.Desc,Grade.Level.Current,Grade.Level.Approved,Grade.Level.First.Year,Title.I,School.Calendar.Type,School.Calendar.Description,Extended.Hours,School.Schedule.Type,School.Schedule.Type.Desc,School.Designation.Type,School.Designation.Desc,Virtual.Status,SBE.Region,SBE.Region.Names,Accreditation.Status,Accreditation.Status.Desc,Federal.School.Number,College.Board.Number,School.Membership,School.Year.For.Sch.Membership,School.Teacher.Count,School.Year.For.Teachers,Cooperative.Innovative.HS,Cooperative.MMYYYY.SBE.Approve,First.Yr.Est.ADM,First.Yr.Est.Paid.Teacher.FTE,Newly.Constructed.Facility,Occupancy.Date,What.Facility.Will.Sch.Occupy,Share.Space,Share.Space.Describe,New.Sch.Population.From,List.Of.Closing.Schools,County.Code,County.Description,Opening.In.School.Year,Locale.Type,Locale.Type.Desc,School.Closings.,School.Systartstatus,Record.Created.Timestamp,Record.Created.By,Last.Changed.Timestamp,Last.Changed.By,latitude,longitude
2103042025,210304,2025,Chowan Middle,Chowan Middle,210,Edenton-Chowan Schools,Mrs,Sharon,-,Meads,Sharon Meads,smeads@ecps.k12.nc.us,2845 Virginia Road,-,Tyner,NC,27980,-,"2845 Virginia Road Tyner, NC 27980",252,221,4131,252,221,8033,252 221-4131,-,-,-,-,-,-,http://cms.edenton-chowan.net,1,Open,30-Jun-90,-,R,Regular School,N,None,6:07:08,-,-,-,T,Traditional,-,S,Semester,P,Public,NOTVIRTUAL,1,Northeast,SA,SACS,3.70E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21,Chowan,-,42,"Rural, Distant",-,1,04-23-2010 02:49PM,EDDIE,05-03-2010 05:21PM,ADMIN,36.24385916,-76.65505294
2103062025,210306,2025,D F Walker Elementary,D F Walker Elementary,210,Edenton-Chowan Schools,Mrs,Angie,-,Walston,Angie Walston,awalston@ecps.k12.nc.us,125 Sandy Ridge Road,-,Edenton,NC,27932,-,"125 Sandy Ridge Road Edenton, NC 27932",252,221,4151,252,221,4386,252 221-4151,-,-,-,-,-,-,http://dfw.edenton-chowan.net,1,Open,30-Jun-90,-,R,Regular School,N,None,3:04:05,-,-,-,T,Traditional,-,S,Semester,P,Public,NOTVIRTUAL,1,Northeast,SA,SACS,3.70E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21,Chowan,-,42,"Rural, Distant",-,1,04-23-2010 02:49PM,EDDIE,02-23-2012 03:59PM,allan_smith,36.16264477,-76.65344494
2103122025,210312,2025,John A Holmes High,John A Holmes High,210,Edenton-Chowan Schools,Ms,Sonya,-,Rinehart,Sonya Rinehart,srinehart@ecps.k12.nc.us,800 North Oakum Street,-,Edenton,NC,27932,-,"800 North Oakum Street Edenton, NC 27932",252,482,8426,252,482,2010,252 482-8426,PO Box 409,-,Edenton,NC,27932,409,http://jah.edenton-chowan.net,1,Open,1-Jul-90,-,R,Regular School,N,None,09:10:11:12:XG,09:10:11:12:XG,-,-,T,Traditional,-,S,Semester,P,Public,SUPPVIRTUAL,1,Northeast,SA,SACS,3.70E+11,341110,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21,Chowan,-,42,"Rural, Distant",-,1,04-23-2010 02:49PM,EDDIE,08-24-2023 09:10AM,sarah_hare,36.06677173,-76.60213873
2103162025,210316,2025,White Oak Elementary,White Oak Elementary,210,Edenton-Chowan Schools,Mrs,Micah,-,Lynch,Micah Lynch,mlynch@ecps.k12.nc.us,111 Sandy Ridge Road,-,Edenton,NC,27932,-,"111 Sandy Ridge Road Edenton, NC 27932",252,221,4078,252,221,4552,252 221-4078,-,-,-,-,-,-,http://wos.edenton-chowan.net,1,Open,30-Jun-90,-,R,Regular School,N,None,P3:PK:KG:01:02,P3,-,-,T,Traditional,-,S,Semester,P,Public,NOTVIRTUAL,1,Northeast,SA,SACS,3.70E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21,Chowan,-,42,"Rural, Distant",-,1,04-23-2010 02:49PM,EDDIE,10-25-2019 11:51AM,sarah_hare,36.16196328,-76.65421768
2203062025,220306,2025,Hayesville Primary School,Hayesville Primary School,220,Clay County Schools,Ms,Heather,-,Plemmons,Heather Plemmons,heather.plemmons@clayschools.org,698 Anderson St,-,Hayesville,NC,28904,-,"698 Anderson St Hayesville, NC 28904",828,389,3763,-,-,-,828 389-3763,-,-,-,-,-,-,-,1,Open,1-Jul-20,-,R,Regular School,N,None,PK:KG:01:02,PK:KG:01:02,PK:KG:01:02,-,T,Traditional,-,S,Semester,P,Public,NOTVIRTUAL,8,Western,-,-,3.70E+11,-,-,-,-,-,N,-,365,25,Y,1-Sep-20,-,N,-,School 220308 - Hayesville Elementary,-,22,Clay,2020,43,"Rural, Remote",N,-,01-13-2020 09:45AM,becky_stewart1,10-20-2021 11:19AM,becky_stewart1,35.04149453,-83.81083464
2203082025,220308,2025,Hayesville Elementary,Hayesville Elementary,220,Clay County Schools,Ms,Karissa,-,Teague,Karissa Teague,karissa.teague@clayschools.org,72 Elementary School Drive,-,Hayesville,NC,28904,9765,"72 Elementary School Drive Hayesville, NC 28904",828,389,8586,828,389,3243,828 389-8586,-,-,-,-,-,-,http://www.hayesvillees.org,1,Open,30-Jun-90,-,R,Regular School,N,None,3:04:05,3:04:05,-,-,T,Traditional,-,S,Semester,P,Public,NOTVIRTUAL,8,Western,-,-,3.70E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,Clay,-,43,"Rural, Remote",-,1,04-23-2010 02:49PM,EDDIE,07-09-2020 07:13AM,becky_stewart1,35.04228808,-83.81375461
2203102025,220310,2025,Hayesville High,Hayesville High,220,Clay County Schools,Mr,Stacey,-,Overlin,Stacey Overlin,stacey.overlin@clayschools.org,205 Yellow Jacket Drive,-,Hayesville,NC,28904,9762,"205 Yellow Jacket Drive Hayesville, NC 28904",828,389,6532,828,389,6251,828 389-6532,-,-,-,-,-,-,http://www.hayesvillehs.org,1,Open,30-Jun-90,-,R,Regular School,N,None,09:10:11:12:XG,09:10:11:12:XG,-,-,T,Traditional,-,S,Semester,P,Public,NOTVIRTUAL,8,Western,SA,SACS,3.70E+11,341745,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,Clay,-,43,"Rural, Remote",-,1,04-23-2010 02:49PM,EDDIE,08-05-2020 05:02PM,becky_stewart1,35.04031821,-83.81658021
2203122025,220312,2025,Hayesville Middle,Hayesville Middle,220,Clay County Schools,Ms,Tiffany,-,Clapsaddle,Tiffany Clapsaddle,tiffany.clapsaddle@clayschools.org,135 School Drive,-,Hayesville,NC,28904,9764,"135 School Drive Hayesville, NC 28904",828,389,9924,828,389,1706,828 389-9924,-,-,-,-,-,-,http://www.hayesvillems.org,1,Open,30-Jun-90,-,R,Regular School,N,None,6:07:08,6:07:08,-,-,T,Traditional,-,S,Semester,P,Public,NOTVIRTUAL,8,Western,-,-,3.70E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,Clay,-,43,"Rural, Remote",-,1,04-23-2010 02:49PM,EDDIE,07-09-2020 07:13AM,becky_stewart1,35.04020238,-83.81705547
2303042025,230304,2025,Bethware Elementary,Bethware Elementary,230,Cleveland County Schools,Dr,Lee,-,Howell,Lee Howell,lphowell@clevelandcountyschools.org,115 Bethware Drive,-,Kings Mountain,NC,28086,1487,"115 Bethware Drive Kings Mountain, NC 28086",704,476,8346,704,734,5606,704 476-8346,-,-,-,-,-,-,http://www.clevelandcountyschools.org,1,Open,1-Jul-04,-,R,Regular School,N,None,P2:P3:PK:KG:01:02:03:04,P2:P3:PK:KG:01:02:03:04,-,-,T,Traditional,-,S,Semester,P,Public,NOTVIRTUAL,6,Southwest,SA,SACS,3.70E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,Cleveland,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,01-10-2019 08:41AM,mark_southard,35.2472946,-81.41368128
2303082025,230308,2025,Boiling Springs Elementary,Boiling Springs Elementary,230,Cleveland County Schools,Mr,Chris,-,Hall,Chris Hall,cshall@clevelandcountyschools.org,1522 Patrick Avenue,-,Shelby,NC,28152,-,"1522 Patrick Avenue Shelby, NC 28152",704,476,8361,704,434,5286,704 476-8361,-,-,-,-,-,-,http://www.clevlandcountyschools.org,1,Open,30-Jun-90,-,R,Regular School,N,None,P2:P3:PK:KG:01:02:03:04:05,P2:P3:PK:KG:01:02:03:04:05,-,-,T,Traditional,-,S,Semester,P,Public,NOTVIRTUAL,6,Southwest,SA,SACS,3.70E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,Cleveland,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,01-10-2019 08:44AM,mark_southard,35.23778852,-81.65507331
2303122025,230312,2025,Burns High,Burns High,230,Cleveland County Schools,Mrs,Jennifer,-,Aberly,Jennifer Aberly,jcaberly@clevelandcountyschools.org,307 E Stagecoach Trail,-,Lawndale,NC,28090,9535,"307 E Stagecoach Trail Lawndale, NC 28090",704,476,8335,704,538,3895,704 476-8335,-,-,-,-,-,-,http://www.clevelandcountyschools.org,1,Open,30-Jun-90,-,R,Regular School,N,None,09:10:11:12:XG,09:10:11:12:XG,-,-,T,Traditional,1,S,Semester,P,Public,SUPPVIRTUAL,6,Southwest,SA,SACS,3.70E+11,341265,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,Cleveland,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,07-06-2020 07:35AM,mark_southard,35.42062366,-81.52912367
2303162025,230316,2025,Burns Middle,Burns Middle,230,Cleveland County Schools,Mrs,Jennifer,-,Blanton,Jennifer Blanton,jablanton@clevelandcountyschools.org,215 Shady Grove Road,-,Lawndale,NC,28090,9483,"215 Shady Grove Road Lawndale, NC 28090",704,476,8223,704,538,3944,704 476-8223,-,-,-,-,-,-,http://www.clevelandcountyschools.org,1,Open,30-Jun-90,-,R,Regular School,N,None,6:07:08,6:07:08,-,-,T,Traditional,-,S,Semester,P,Public,SUPPVIRTUAL,6,Southwest,SA,SACS,3.70E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,Cleveland,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,04-04-2018 08:23AM,mark_southard,35.42625886,-81.54035861
2303202025,230320,2025,Casar Elementary,Casar Elementary,230,Cleveland County Schools,Ms,Lindsay,-,Mays,Lindsay Mays,lrmays@clevelandcountyschools.org,436 School House Road,-,Casar,NC,28020,-,"436 School House Road Casar, NC 28020",704,476,8255,704,538,5601,704 476-8255,-,-,-,-,-,-,http://www.clevelandcountyschools.org,1,Open,30-Jun-90,-,R,Regular School,N,None,P2:P3:PK:KG:01:02:03:04:05,P2:P3:PK:KG:01:02:03:04:05,-,-,T,Traditional,-,S,Semester,P,Public,NOTVIRTUAL,6,Southwest,SA,SACS,3.70E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,Cleveland,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,07-02-2024 07:32AM,peggy_wheeler,35.50314468,-81.61886682
2303222025,230322,2025,Cleveland ECHS,Cleveland Early College High School,230,Cleveland County Schools,Dr,Matthew,-,Tipton,Matthew Tipton,mwtipton@clevelandcountyschools.org,1800 E. Marion Street,-,Shelby,NC,28152,-,"1800 E. Marion Street Shelby, NC 28152",704,476,8232,704,476,8233,704 476-8232,137 South Post Road,-,Shelby,NC,28152,-,https://cechs.clevelandcountyschools.org/,1,Open,1-Jul-08,-,R,Regular School,E,Early College,09:10:11:12:13:XG,09:10:11:12:13:XG,-,-,T,Traditional,-,S,Semester,P,Public,SUPPVIRTUAL,6,Southwest,SA,SACS,3.70E+11,343593,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,Cleveland,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,01-23-2024 02:43PM,peggy_wheeler,35.2793677,-81.48919389
2303232025,230323,2025,Cleveland Innovation,Cleveland Innovation,230,Cleveland County Schools,Mrs,Heather,-,Self,Heather Self,hself@clevelandcountyschools.org,400 W Marion St,-,Shelby,NC,28150,-,"400 W Marion St Shelby, NC 28150",704,476,8163,704,476,8300,704 476-8163,-,-,-,-,-,-,https://cis.clevelandcountyschools.org/,1,Open,1-Jul-20,-,R,Regular School,N,None,KG:01:02:03:04:05:06:07:08:09:10:11:12:XG,KG:01:02:03:04:05:06:07:08:09:10:11:12:XG,KG:01:02:03:04:05:06:07:08:09:10:11:12,-,T,Traditional,-,S,Semester,P,Public,FULLVIRTUAL,6,Southwest,SA,SACS,3.70E+11,340142,-,-,-,-,N,-,50,0,N,-,Online,N,-,School 230304 - Bethware Elementary :School 230308 - Boiling Springs Elementary :School 230312 - Burns High :School 230316 - Burns Middle :School 230320 - Casar Elementary :School 230322 - Cleveland ECHS :School 230324 - Crest High :School 230328 - Crest Middle :School 230334 - East Elementary :School 230340 - Fallston Elementary :School 230342 - Graham Elementary :School 230344 - Grover Elementary :School 230346 - James Love Elementary :School 230348 - Jefferson Elementary :School 230350 - Kings Mountain High :School 230351 - Kings Mountain Intermediate :School 230352 - Kings Mountain Middle :School 230355 - Marion Elementary :School 230357 - North Elementary :School 230359 - North Shelby :School 230361 - Shelby High :School 230336 - Shelby Intermediate :School 230362 - Shelby Middle :School 230364 - Springmore Elementary :School 230368 - Township Three Elementary :School 230330 - Turning Point Academy :School 230370 - Union Elementary :School 230376 - Washington Elementary :School 230380 - West Elementary,-,23,Cleveland,2020,41,"Rural, Fringe",N,-,04-28-2020 01:34PM,mark_southard,03-25-2024 02:47PM,peggy_wheeler,35.29221548,-81.54539618
2303242025,230324,2025,Crest High,Crest High,230,Cleveland County Schools,Mr,Jeremy,-,Shields,Jeremy Shields,jshields@clevelandcountyschools.org,800 Old Boiling Springs Road,-,Shelby,NC,28152,519,"800 Old Boiling Springs Road Shelby, NC 28152",704,476,8331,704,482,1187,704 476-8331,-,-,-,-,-,-,http://www.clevelandcountyschools.org,1,Open,30-Jun-90,-,R,Regular School,N,None,09:10:11:12:XG,09:10:11:12:XG,-,-,T,Traditional,-,S,Semester,P,Public,SUPPVIRTUAL,6,Southwest,SA,SACS,3.70E+11,340390,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,Cleveland,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,07-02-2024 07:35AM,peggy_wheeler,35.26996772,-81.60981645
2303282025,230328,2025,Crest Middle,Crest Middle,230,Cleveland County Schools,Mrs,Katie,-,Barbee,Katie Barbee,kmbarbee@clevelandcountyschools.org,315 Beaver Dam Church Rd,-,Shelby,NC,28152,9807,"315 Beaver Dam Church Rd Shelby, NC 28152",704,476,8221,704,487,378,704 476-8221,-,-,-,-,-,-,http://www.clevelandcountyschools.org,1,Open,30-Jun-90,-,R,Regular School,N,None,6:07:08,6:07:08,-,-,T,Traditional,-,S,Semester,P,Public,SUPPVIRTUAL,6,Southwest,SA,SACS,3.70E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,Cleveland,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,03-25-2024 02:41PM,peggy_wheeler,35.2743755,-81.6272587
2303302025,230330,2025,Turning Point Academy,Turning Point Academy,230,Cleveland County Schools,Dr,Anita,-,Ware,Anita Ware,afware@clevelandcountyschools.org,409 West Sumter Street,-,Shelby,NC,28150,-,"409 West Sumter Street Shelby, NC 28150",704,476,8399,704,487,6375,704 476-8399,-,-,-,-,-,-,http://www.clevelandcountyschools.org,1,Open,1-Jul-04,-,A,Alternative Education,N,None,06:07:08:09:10:11:12:XG,06:07:08:09:10:11:12:XG,-,-,T,Traditional,-,S,Semester,P,Public,SUPPVIRTUAL,6,Southwest,SA,SACS,3.70E+11,343595,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,Cleveland,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,07-06-2020 07:37AM,mark_southard,35.2934763,-81.54512693
2303342025,230334,2025,East Elementary,East Elementary,230,Cleveland County Schools,Ms,Kimberley,-,Kepner,Kimberley Kepner,kkepner@clevelandcountyschools.org,600 N Cleveland Avenue,-,Kings Mountain,NC,28086,2568,"600 N Cleveland Avenue Kings Mountain, NC 28086",704,476,8356,704,734,5617,704 476-8356,-,-,-,-,-,-,http://www.clevelandcountyschools.org,1,Open,1-Jul-04,-,R,Regular School,N,None,P2:P3:PK:KG:01:02:03:04,P2:P3:PK:KG:01:02:03:04,-,-,T,Traditional,-,S,Semester,P,Public,NOTVIRTUAL,6,Southwest,SA,SACS,3.70E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,Cleveland,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,03-25-2024 02:45PM,peggy_wheeler,35.24919941,-81.3292028
2303362025,230336,2025,Elizabeth Elementary,Elizabeth Elementary,230,Cleveland County Schools,Mrs,Heather,-,Pagan,Heather Pagan,hwpagan@clevelandcountyschools.org,220 S Post Road,-,Shelby,NC,28152,6227,"220 S Post Road Shelby, NC 28152",704,476,8371,704,480,856,704 476-8371,-,-,-,-,-,-,http://www.clevelandcountyschools.org,1,Open,30-Jun-90,-,R,Regular School,N,None,P2:P3:PK:KG:01:02:03:04:05,P2:P3:PK:KG:01:02:03:04:05,-,-,T,Traditional,-,S,Semester,P,Public,NOTVIRTUAL,6,Southwest,SA,SACS,3.70E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,Cleveland,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,07-01-2022 08:20AM,mark_southard,35.2799102,-81.49352401
2303442025,230344,2025,Grover Elementary,Grover Elementary,230,Cleveland County Schools,-,Brandy,-,Curtis,Brandy Curtis,bbcurtis@clevelandcountyschools.org,206 Carolina Avenue,-,Grover,NC,28073,-,"206 Carolina Avenue Grover, NC 28073",704,476,8351,704,734,5616,704 476-8351,-,-,-,-,-,-,http://www.clevelandcountyschools.org,1,Open,1-Jul-04,-,R,Regular School,N,None,P2:P3:PK:KG:01:02:03:04,-,-,-,T,Traditional,-,S,Semester,P,Public,NOTVIRTUAL,6,Southwest,SA,SACS,3.70E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,Cleveland,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,05-05-2015 01:10PM,mark_southard,35.17434894,-81.44889078
2303462025,230346,2025,James Love Elementary,James Love Elementary,230,Cleveland County Schools,Dr,Greg,-,Shull,Greg Shull,gsshull@clevelandcountyschools.org,309 James Love Road,-,Shelby,NC,28152,7041,"309 James Love Road Shelby, NC 28152",704,476,8385,704,487,2882,704 476-8385,-,-,-,-,-,-,http://www.clevelandcountyschools.org,1,Open,1-Jul-04,-,R,Regular School,N,None,P2:P3:PK:KG:01:02:03:04:05,P2:P3:PK:KG:01:02:03:04:05,-,-,T,Traditional,-,S,Semester,P,Public,NOTVIRTUAL,6,Southwest,SA,SACS,3.70E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,Cleveland,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,07-01-2022 08:38AM,mark_southard,35.26588869,-81.5646377
2303482025,230348,2025,Jefferson Elementary,Jefferson Elementary,230,Cleveland County Schools,Mr,Christopher,-,Dow,Christopher Dow,cjdow@clevelandcountyschools.org,1166 Wyke Road,-,Shelby,NC,28150,4259,"1166 Wyke Road Shelby, NC 28150",704,476,8390,704,487,2880,704 476-8390,-,-,-,-,-,-,http://www.clevelandcountyschools.org,1,Open,1-Jul-04,-,R,Regular School,N,None,P2:P3:PK:KG:01:02:03:04:05,P2:P3:PK:KG:01:02:03:04:05,-,-,T,Traditional,-,S,Semester,P,Public,NOTVIRTUAL,6,Southwest,SA,SACS,3.70E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,Cleveland,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,07-01-2022 08:38AM,mark_southard,35.30140527,-81.50819208
2303502025,230350,2025,Kings Mountain High,Kings Mountain High,230,Cleveland County Schools,Dr,Dustin,-,Morehead,Dustin Morehead,djmorehead@clevelandcountyschools.org,500 Phifer Road,-,Kings Mountain,NC,28086,1489,"500 Phifer Road Kings Mountain, NC 28086",704,476,8330,704,734,1723,704 476-8330,-,-,-,-,-,-,http://www.clevelandcountyschools.org,1,Open,1-Jul-04,-,R,Regular School,N,None,09:10:11:12:XG,09:10:11:12:XG,-,-,T,Traditional,-,S,Semester,P,Public,SUPPVIRTUAL,6,Southwest,SA,SACS,3.70E+11,342045,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,Cleveland,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,07-06-2020 07:36AM,mark_southard,35.23502829,-81.3673853
2303512025,230351,2025,Kings Mountain Intermediate,Kings Mountain Intermediate,230,Cleveland County Schools,Mrs,Amy,-,Moss,Amy Moss,ajmoss@clevelandcountyschools.org,227 Kings Mountain Boulevard,-,Kings Mountain,NC,28086,-,"227 Kings Mountain Boulevard Kings Mountain, NC 28086",704,476,8366,704,734,5682,704 476-8366,-,-,-,-,-,-,http://www.clevelandcountyschools.org,1,Open,1-Jul-04,-,R,Regular School,N,None,5:06,-,-,-,T,Traditional,-,S,Semester,P,Public,NOTVIRTUAL,6,Southwest,SA,SACS,3.70E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,Cleveland,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,05-03-2010 05:21PM,ADMIN,35.23437752,-81.3800534
2303522025,230352,2025,Kings Mountain Middle,Kings Mountain Middle,230,Cleveland County Schools,-,Amber,-,Nichols,Amber Nichols,aenichols@clevelandcountyschools.org,1000 Phifer Road,-,Kings Mountain,NC,28086,3750,"1000 Phifer Road Kings Mountain, NC 28086",704,476,8340,704,734,5615,704 476-8340,-,-,-,-,-,-,http://www.clevelandcountyschools.org,1,Open,1-Jul-04,-,R,Regular School,N,None,7:08,7:08,-,-,T,Traditional,-,S,Semester,P,Public,SUPPVIRTUAL,6,Southwest,SA,SACS,3.70E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,Cleveland,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,04-04-2018 08:24AM,mark_southard,35.22933109,-81.37352052
2303572025,230357,2025,North Elementary,North Elementary,230,Cleveland County Schools,Mr,Andrew,-,Ruppe,Andrew Ruppe,atruppe@clevelandcountyschools.org,900 N Ramseur Street,-,Kings Mountain,NC,28086,2052,"900 N Ramseur Street Kings Mountain, NC 28086",704,476,8225,704,734,5607,704 476-8225,-,-,-,-,-,-,http://www.clevelandcountyschools.org,1,Open,1-Jul-04,-,R,Regular School,N,None,P2:P3:PK:KG:01:02:03:04,-,-,-,T,Traditional,-,S,Semester,P,Public,NOTVIRTUAL,6,Southwest,SA,SACS,3.70E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,Cleveland,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,05-05-2015 01:10PM,mark_southard,35.25590959,-81.34125019
2303592025,230359,2025,North Shelby,North Shelby,230,Cleveland County Schools,Mrs,Paula,-,Stevens,Paula Stevens,pstevens@clevelandcountyschools.org,1701 Charles Road,-,Shelby,NC,28152,-,"1701 Charles Road Shelby, NC 28152",704,476,8230,704,487,2867,704 476-8230,-,-,-,-,-,-,http://www.clevelandcountyschools.org,1,Open,1-Jul-04,-,S,Exceptional Children,N,None,P2:P3:PK:KG:01:02:03:04:05:06:07:08:09:10:11:12:XG,P2:P3:PK:KG:01:02:03:04:05:06:07:08:09:10:11:12:XG,-,-,T,Traditional,-,S,Semester,P,Public,NOTVIRTUAL,6,Southwest,SA,SACS,3.70E+11,991437,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,Cleveland,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,07-06-2020 07:36AM,mark_southard,35.26599485,-81.57083472
2303612025,230361,2025,Shelby High,Shelby High,230,Cleveland County Schools,Mr,Nicholas,-,Wortman,Nicholas Wortman,newortman@clevelandcountyschools.org,230 E Dixon Boulevard,-,Shelby,NC,28152,6716,"230 E Dixon Boulevard Shelby, NC 28152",704,476,8325,704,487,2869,704 476-8325,-,-,-,-,-,-,http://www.clevelandcountyschools.org,1,Open,1-Jul-04,-,R,Regular School,N,None,09:10:11:12:XG,09:10:11:12:XG,-,-,T,Traditional,-,S,Semester,P,Public,SUPPVIRTUAL,6,Southwest,SA,SACS,3.70E+11,343600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,Cleveland,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,07-06-2020 07:36AM,mark_southard,35.27750231,-81.53851614
2303622025,230362,2025,Shelby Middle,Shelby Middle,230,Cleveland County Schools,Mr,Andy,-,Roberts,Andy Roberts,saroberts@clevelandcountyschools.org,1480 South Dekalb Street,-,Shelby,NC,28152,-,"1480 South Dekalb Street Shelby, NC 28152",704,476,8328,704,487,2889,704 476-8328,-,-,-,-,-,-,http://www.clevelandcountyschools.org,1,Open,1-Jul-04,-,R,Regular School,N,None,6:07:08,6:07:08,-,-,T,Traditional,-,S,Semester,P,Public,SUPPVIRTUAL,6,Southwest,SA,SACS,3.70E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,Cleveland,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,07-01-2022 08:38AM,mark_southard,35.26490515,-81.5457389
2303642025,230364,2025,Springmore Elementary,Springmore Elementary,230,Cleveland County Schools,Mrs,Lori,-,Wilbanks,Lori Wilbanks,lswilbanks@clevelandcountyschools.org,616 McBrayer Homestead Road,-,Shelby,NC,28152,-,"616 McBrayer Homestead Road Shelby, NC 28152",704,476,8235,704,434,2216,704 476-8235,-,-,-,-,-,-,http://www.clevelandcountyschools.org,1,Open,30-Jun-00,-,R,Regular School,N,None,P2:P3:PK:KG:01:02:03:04:05,P2:P3:PK:KG:01:02:03:04:05,-,-,T,Traditional,-,S,Semester,P,Public,NOTVIRTUAL,6,Southwest,SA,SACS,3.70E+11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,Cleveland,-,41,"Rural, Fringe",-,1,04-23-2010 02:49PM,EDDIE,04-20-2017 11:52AM,mark_southard,35.27630344,-81.66540797
